team,opponent,team_score,opponent_score,outcome
HOU,WAS,109,103,1.0
PHI,BRK,91,100,0.0
LAC,CHI,80,83,0.0
ATL,OKC,94,107,0.0
NYK,SAC,97,99,0.0
MIA,IND,83,96,0.0
CHO,MEM,123,99,1.0
WAS,NOP,105,107,0.0
CLE,ORL,111,76,1.0
DET,PHI,107,95,1.0
POR,PHO,106,96,1.0
LAL,SAS,87,109,0.0
MIL,TOR,83,90,0.0
OKC,UTA,94,90,1.0
SAS,ATL,103,78,1.0
LAC,BRK,105,100,1.0
NOP,CHI,94,98,0.0
BOS,CHO,98,93,1.0
WAS,DAL,114,111,1.0
IND,DET,96,118,0.0
LAL,HOU,97,126,0.0
GSW,MIL,95,108,0.0
NYK,POR,112,110,1.0
MEM,MIA,97,100,0.0
MIN,PHO,101,108,0.0
PHI,TOR,76,96,0.0
MIA,ATL,100,88,1.0
ORL,BRK,105,82,1.0
PHI,CHI,96,115,0.0
PHO,DAL,94,104,0.0
HOU,DEN,108,114,0.0
TOR,IND,90,106,0.0
WAS,MEM,95,112,0.0
NOP,POR,101,105,0.0
UTA,SAS,81,118,0.0
CLE,BOS,89,77,1.0
MIL,LAL,95,113,0.0
DEN,MIN,112,100,1.0
HOU,SAC,97,107,0.0
PHI,ATL,106,127,0.0
MIA,BRK,104,98,1.0
MEM,CHI,85,98,0.0
BOS,DET,116,119,0.0
PHO,GSW,103,128,0.0
DAL,IND,81,107,0.0
MIL,LAC,90,103,0.0
MIN,NYK,102,107,0.0
POR,OKC,90,106,0.0
CHO,ORL,98,113,0.0
WAS,SAS,95,114,0.0
NOP,UTA,104,94,1.0
OKC,CLE,100,104,0.0
HOU,LAL,107,87,1.0
ATL,BOS,109,101,1.0
MEM,DAL,88,97,0.0
MIL,GSW,112,121,0.0
BRK,IND,97,104,0.0
TOR,MIA,108,94,1.0
SAC,MIN,95,99,0.0
POR,ORL,94,102,0.0
NYK,PHI,107,97,1.0
NOP,PHO,88,104,0.0
LAC,SAS,107,115,0.0
DEN,UTA,88,97,0.0
LAC,HOU,97,107,0.0
IND,MEM,84,96,0.0
CHI,NYK,91,107,0.0
LAL,OKC,78,118,0.0
CHO,WAS,101,109,0.0
MIN,BRK,100,85,1.0
PHI,CLE,86,108,0.0
NOP,DEN,130,125,1.0
POR,MIA,109,116,0.0
ATL,ORL,103,100,1.0
MIL,PHO,101,95,1.0
SAC,TOR,104,94,1.0
POR,ATL,97,106,0.0
MIN,BOS,99,113,0.0
BRK,CHI,105,102,1.0
CHO,HOU,95,102,0.0
OKC,LAC,100,99,1.0
ORL,NYK,107,99,1.0
IND,SAS,92,106,0.0
PHO,UTA,89,110,0.0
SAC,WAS,99,113,0.0
LAL,DEN,111,107,1.0
DET,MIA,93,92,1.0
MEM,PHI,104,90,1.0
DAL,TOR,99,103,0.0
DET,ATL,100,107,0.0
BOS,CHO,102,89,1.0
NYK,CLE,84,91,0.0
UTA,GSW,85,103,0.0
SAC,IND,108,106,1.0
OKC,LAL,120,85,1.0
PHI,MIL,100,113,0.0
SAS,MIN,108,83,1.0
POR,NOP,89,115,0.0
HOU,ORL,101,104,0.0
DEN,PHO,104,96,1.0
MEM,WAS,91,100,0.0
CLE,GSW,83,89,0.0
SAS,HOU,84,88,0.0
LAC,LAL,94,84,1.0
CHI,OKC,105,96,1.0
NYK,ATL,98,117,0.0
WAS,BRK,111,96,1.0
MEM,CHO,92,98,0.0
CHI,DAL,111,118,0.0
BOS,DET,99,93,1.0
TOR,MIL,111,90,1.0
IND,MIN,102,88,1.0
HOU,NOP,108,110,0.0
MIA,ORL,108,101,1.0
PHI,PHO,111,104,1.0
CLE,POR,76,105,0.0
DEN,SAS,86,101,0.0
LAC,UTA,109,104,1.0
NYK,BOS,91,100,0.0
LAL,MEM,96,112,0.0
DEN,OKC,112,122,0.0
POR,SAC,98,94,1.0
TOR,CHI,97,104,0.0
LAL,CHO,98,108,0.0
MIL,DAL,93,103,0.0
SAC,GSW,103,122,0.0
ATL,IND,87,93,0.0
BRK,MIA,111,105,1.0
NOP,ORL,89,104,0.0
CLE,PHO,101,97,1.0
MIN,SAS,95,101,0.0
PHI,UTA,91,95,0.0
LAC,WAS,108,91,1.0
CLE,DEN,93,87,1.0
ATL,HOU,121,115,1.0
DET,NYK,96,108,0.0
MIL,OKC,123,131,0.0
LAL,BOS,112,104,1.0
LAC,CHO,122,117,1.0
GSW,DAL,91,114,0.0
UTA,MIN,80,94,0.0
BRK,ORL,93,100,0.0
DEN,POR,103,110,0.0
PHI,SAC,110,105,1.0
PHO,SAS,79,112,0.0
WAS,TOR,91,94,0.0
MIN,DET,90,115,0.0
GSW,HOU,114,110,1.0
MIL,IND,120,116,1.0
LAC,NOP,95,89,1.0
PHO,OKC,106,110,0.0
POR,UTA,96,109,0.0
NYK,CHI,81,108,0.0
PHI,LAL,84,93,0.0
DAL,MIA,82,106,0.0
CHO,TOR,94,104,0.0
ORL,WAS,91,103,0.0
BRK,BOS,100,97,1.0
OKC,CHO,109,90,1.0
ORL,CLE,79,104,0.0
NOP,DAL,105,98,1.0
DET,IND,82,94,0.0
PHI,LAC,99,130,0.0
MIL,MIN,95,85,1.0
PHO,SAC,119,142,0.0
HOU,SAS,103,121,0.0
POR,DEN,112,106,1.0
PHO,LAL,77,97,0.0
ATL,NYK,97,111,0.0
CHI,TOR,115,113,1.0
MIA,WAS,97,75,1.0
BOS,BRK,103,94,1.0
TOR,CLE,100,122,0.0
ORL,DET,89,115,0.0
CHO,GSW,101,111,0.0
SAS,MIL,123,98,1.0
SAC,OKC,116,104,1.0
MIN,PHI,99,109,0.0
MEM,POR,91,78,1.0
HOU,UTA,93,91,1.0
NYK,ATL,107,101,1.0
MIL,CHI,106,117,0.0
GSW,LAL,109,88,1.0
DET,BOS,99,94,1.0
TOR,BRK,91,74,1.0
NYK,MIA,98,90,1.0
DEN,MIN,78,74,1.0
DAL,NOP,100,91,1.0
MEM,OKC,94,112,0.0
IND,ORL,95,86,1.0
CHO,PHO,102,111,0.0
LAC,POR,109,98,1.0
UTA,SAS,98,123,0.0
CLE,WAS,121,115,1.0
BOS,CHI,92,101,0.0
UTA,HOU,94,103,0.0
ATL,PHI,126,98,1.0
LAL,SAC,115,118,0.0
ORL,BRK,83,77,1.0
OKC,LAL,117,113,1.0
DEN,MEM,84,91,0.0
DAL,MIL,95,96,0.0
CLE,MIN,125,99,1.0
IND,NOP,91,86,1.0
MIA,PHO,103,95,1.0
GSW,POR,128,108,1.0
NYK,SAS,99,100,0.0
TOR,WAS,97,88,1.0
CHI,ATL,105,120,0.0
BRK,DET,89,103,0.0
CHO,LAC,83,97,0.0
WAS,ORL,105,99,1.0
TOR,PHI,108,95,1.0
GSW,SAC,128,116,1.0
MIA,UTA,83,98,0.0
CHO,DEN,92,95,0.0
UTA,LAL,86,74,1.0
BOS,MEM,98,101,0.0
DAL,MIN,93,87,1.0
MIL,NYK,88,100,0.0
CLE,PHI,95,85,1.0
OKC,POR,110,115,0.0
SAS,BRK,106,79,1.0
WAS,CHI,114,100,1.0
MIA,GSW,103,111,0.0
SAS,DET,109,99,1.0
PHO,IND,97,116,0.0
NOP,LAL,91,95,0.0
HOU,MEM,107,91,1.0
CHI,MIL,101,106,0.0
OKC,MIN,101,96,1.0
BOS,NYK,114,120,0.0
IND,BOS,94,103,0.0
NYK,BRK,104,110,0.0
ATL,CHO,84,107,0.0
GSW,DEN,110,112,0.0
MIN,HOU,104,107,0.0
MIA,LAC,90,104,0.0
DAL,OKC,89,108,0.0
UTA,POR,85,99,0.0
NOP,SAC,109,97,1.0
MIL,WAS,101,106,0.0
LAL,GSW,98,116,0.0
DET,MEM,101,103,0.0
CLE,SAS,95,99,0.0
SAC,UTA,103,101,1.0
PHO,BOS,103,117,0.0
POR,BRK,116,104,1.0
DAL,CHI,83,77,1.0
MIA,DEN,98,95,1.0
CLE,HOU,91,77,1.0
WAS,IND,118,104,1.0
CHO,NOP,107,109,0.0
MIN,OKC,93,113,0.0
BRK,ATL,86,114,0.0
MIL,CHO,105,92,1.0
GSW,DET,95,113,0.0
SAC,LAC,110,103,1.0
NYK,MEM,95,103,0.0
POR,PHI,89,114,0.0
LAL,UTA,82,109,0.0
BOS,WAS,119,117,1.0
IND,DEN,126,129,0.0
HOU,LAL,112,95,1.0
PHO,MIN,87,117,0.0
MIA,OKC,74,99,0.0
DAL,SAS,83,112,0.0
ORL,ATL,81,98,0.0
GSW,CLE,132,98,1.0
CHI,DET,111,101,1.0
NOP,MEM,99,101,0.0
BRK,TOR,100,112,0.0
POR,WAS,108,98,1.0
OKC,DEN,110,104,1.0
MIL,MIA,91,79,1.0
MIN,NOP,99,114,0.0
IND,PHO,97,94,1.0
CLE,BRK,91,78,1.0
GSW,CHI,125,94,1.0
DET,HOU,123,114,1.0
SAC,LAL,112,93,1.0
CHO,OKC,95,109,0.0
PHI,ORL,96,87,1.0
ATL,POR,104,98,1.0
BOS,TOR,109,115,0.0
MIA,WAS,87,106,0.0
LAC,CLE,102,115,0.0
MEM,DEN,102,101,1.0
DET,NOP,99,115,0.0
SAS,PHO,117,89,1.0
ATL,SAC,88,91,0.0
CHI,BOS,101,110,0.0
UTA,BRK,108,86,1.0
OKC,DAL,109,106,1.0
IND,GSW,110,122,0.0
MIL,HOU,98,102,0.0
SAS,LAL,108,95,1.0
LAC,NYK,116,88,1.0
MIA,TOR,81,101,0.0
NYK,CHO,84,97,0.0
CHI,CLE,96,83,1.0
DET,DEN,101,104,0.0
MEM,MIN,101,106,0.0
MIL,NOP,99,116,0.0
ATL,PHO,95,98,0.0
LAL,POR,103,121,0.0
IND,SAC,97,108,0.0
OKC,BRK,106,116,0.0
DAL,HOU,104,115,0.0
BOS,PHI,112,92,1.0
LAC,TOR,94,112,0.0
MIA,CHI,89,84,1.0
MIN,CLE,107,114,0.0
ATL,DEN,119,105,1.0
SAS,GSW,90,120,0.0
HOU,NOP,112,111,1.0
DET,UTA,95,92,1.0
BOS,WAS,116,91,1.0
MIA,BRK,102,98,1.0
LAC,IND,91,89,1.0
DAL,LAL,92,90,1.0
ORL,MIL,100,107,0.0
PHO,PHI,103,113,0.0
SAC,POR,97,112,0.0
WAS,TOR,89,106,0.0
LAC,ATL,85,83,1.0
DEN,BOS,103,111,0.0
PHO,CLE,93,115,0.0
PHI,DET,97,110,0.0
DAL,GSW,107,127,0.0
OKC,MIN,126,123,1.0
HOU,SAS,99,130,0.0
CHO,UTA,73,102,0.0
ATL,IND,92,111,0.0
CHI,LAL,114,91,1.0
MIL,MEM,83,103,0.0
SAC,NOP,105,114,0.0
NYK,TOR,93,103,0.0
DEN,WAS,117,113,1.0
ORL,BOS,94,113,0.0
BRK,DAL,79,91,0.0
CLE,DET,114,106,1.0
LAL,LAC,93,105,0.0
MIA,MIL,107,103,1.0
PHO,NYK,84,102,0.0
HOU,OKC,108,116,0.0
CHO,POR,91,109,0.0
MIN,UTA,90,103,0.0
SAS,CLE,103,117,0.0
WAS,HOU,123,122,1.0
SAC,MEM,117,121,0.0
BRK,NOP,103,105,0.0
GSW,PHI,108,105,1.0
DET,TOR,107,111,0.0
PHO,DAL,78,91,0.0
CHI,LAC,93,120,0.0
CHO,LAL,101,82,1.0
ATL,MIA,87,105,0.0
GSW,NYK,116,95,1.0
BOS,ORL,114,119,0.0
MIN,POR,93,96,0.0
DAL,ATL,97,112,0.0
DET,BRK,105,100,1.0
TOR,DEN,93,112,0.0
MEM,NOP,110,95,1.0
WAS,OKC,98,114,0.0
MIL,SAC,104,111,0.0
ORL,SAS,92,107,0.0
MIA,HOU,102,115,0.0
MIN,LAL,115,119,0.0
BOS,NYK,97,89,1.0
TOR,PHO,104,97,1.0
MIL,POR,95,107,0.0
DET,BOS,95,102,0.0
IND,BRK,114,100,1.0
CLE,CHO,97,106,0.0
MIA,DAL,93,90,1.0
MIN,LAC,108,102,1.0
ORL,OKC,114,117,0.0
ATL,PHI,124,86,1.0
CHI,SAC,107,102,1.0
NOP,SAS,97,110,0.0
DEN,UTA,81,85,0.0
GSW,WAS,134,121,1.0
NYK,DET,105,111,0.0
LAL,NOP,99,96,1.0
HOU,PHO,111,105,1.0
TOR,POR,110,103,1.0
IND,ATL,96,102,0.0
SAC,BRK,119,128,0.0
MIA,CHO,98,95,1.0
BOS,CLE,104,103,1.0
SAS,DAL,116,90,1.0
CHI,DEN,110,115,0.0
MEM,NYK,91,85,1.0
LAC,ORL,107,93,1.0
MIL,UTA,81,84,0.0
PHI,WAS,94,106,0.0
WAS,CHO,104,108,0.0
NOP,CLE,84,99,0.0
OKC,GSW,108,116,0.0
POR,HOU,96,79,1.0
DET,IND,104,112,0.0
CHI,MIN,105,112,0.0
BRK,PHI,98,103,0.0
UTA,PHO,98,89,1.0
LAL,SAS,102,106,0.0
SAC,BOS,119,128,0.0
LAC,MIA,100,93,1.0
DEN,NYK,101,96,1.0
ATL,ORL,94,96,0.0
DEN,BRK,104,105,0.0
CHI,CHO,91,108,0.0
SAC,CLE,100,120,0.0
TOR,DET,103,89,1.0
LAL,IND,87,89,0.0
NOP,MIN,116,102,1.0
OKC,PHO,122,106,1.0
HOU,GSW,110,123,0.0
SAS,MIA,119,101,1.0
BOS,MIL,111,112,0.0
WAS,NYK,111,108,1.0
MEM,BRK,109,90,1.0
ATL,CHI,113,90,1.0
LAL,CLE,111,120,0.0
DEN,DET,103,92,1.0
CHO,IND,117,95,1.0
TOR,MIN,112,117,0.0
UTA,NOP,96,100,0.0
SAS,ORL,98,96,1.0
SAC,PHI,114,110,1.0
GSW,PHO,112,104,1.0
HOU,POR,103,116,0.0
WAS,MIL,92,99,0.0
NOP,OKC,95,121,0.0
CHI,CLE,95,106,0.0
SAS,LAC,86,105,0.0
UTA,WAS,89,103,0.0
MIA,ATL,115,111,1.0
NYK,BRK,98,109,0.0
TOR,CHI,106,116,0.0
SAS,LAL,119,113,1.0
MIN,MEM,104,109,0.0
CHO,MIL,98,95,1.0
PHI,NOP,114,121,0.0
IND,OKC,101,98,1.0
HOU,PHO,116,100,1.0
GSW,POR,105,137,0.0
DEN,SAC,110,116,0.0
BOS,UTA,93,111,0.0
DET,WAS,86,98,0.0
GSW,LAC,115,112,1.0
WAS,MIA,94,114,0.0
NYK,MIN,103,95,1.0
CHO,BRK,104,96,1.0
LAL,CHI,115,126,0.0
PHI,DAL,103,129,0.0
BOS,DEN,121,101,1.0
NOP,DET,111,106,1.0
CLE,OKC,115,92,1.0
IND,ORL,105,102,1.0
SAS,PHO,118,111,1.0
UTA,POR,111,115,0.0
MEM,TOR,85,98,0.0
GSW,ATL,102,92,1.0
DET,CLE,96,88,1.0
PHO,LAC,84,124,0.0
LAL,MIL,101,108,0.0
BOS,MIN,122,124,0.0
TOR,NYK,122,95,1.0
SAC,DEN,114,110,1.0
ORL,PHI,124,115,1.0
BRK,POR,104,112,0.0
NOP,WAS,89,109,0.0
WAS,CHI,104,109,0.0
CHO,CLE,103,114,0.0
OKC,DAL,116,103,1.0
PHI,DET,91,111,0.0
NYK,IND,105,108,0.0
DEN,LAC,87,81,1.0
LAL,MEM,119,128,0.0
GSW,MIA,118,112,1.0
SAS,SAC,108,92,1.0
MIN,TOR,105,114,0.0
MIL,BOS,107,112,0.0
OKC,NOP,119,123,0.0
GSW,ORL,130,114,1.0
BRK,PHO,116,106,1.0
HOU,POR,119,105,1.0
SAS,UTA,96,78,1.0
CHI,ATL,88,103,0.0
CHO,IND,96,95,1.0
MEM,LAL,112,95,1.0
ORL,NYK,95,108,0.0
WAS,PHI,103,94,1.0
LAC,SAC,117,107,1.0
CLE,TOR,97,99,0.0
MIA,BOS,89,101,0.0
POR,CHI,103,95,1.0
SAS,HOU,104,94,1.0
DET,MIL,102,91,1.0
MIN,NOP,112,110,1.0
MEM,PHO,106,111,0.0
BRK,UTA,98,96,1.0
CHO,ATL,76,87,0.0
MIN,DAL,101,128,0.0
TOR,DET,101,114,0.0
POR,IND,111,102,1.0
MIA,NYK,98,81,1.0
PHI,ORL,116,130,0.0
CLE,WAS,99,113,0.0
UTA,BOS,95,100,0.0
IND,CLE,96,100,0.0
MEM,DEN,103,96,1.0
BRK,LAC,95,105,0.0
HOU,MIL,121,128,0.0
OKC,SAC,131,116,1.0
PHI,WAS,108,116,0.0
PHO,CHO,92,126,0.0
ORL,DAL,108,121,0.0
BRK,LAL,101,107,0.0
CHI,MIA,111,129,0.0
POR,NYK,104,85,1.0
POR,BOS,93,116,0.0
LAL,DEN,107,117,0.0
NOP,HOU,95,100,0.0
OKC,LAC,98,103,0.0
SAC,MEM,98,104,0.0
IND,MIL,104,99,1.0
WAS,MIN,104,98,1.0
CHI,ORL,89,102,0.0
CHO,PHI,119,99,1.0
DET,SAS,81,97,0.0
UTA,TOR,94,104,0.0
SAC,DAL,104,101,1.0
OKC,GSW,106,121,0.0
PHO,MIA,92,108,0.0
SAS,NOP,94,86,1.0
NYK,BOS,104,105,0.0
IND,CHO,101,108,0.0
WAS,CLE,83,108,0.0
ATL,LAL,106,77,1.0
UTA,MEM,88,94,0.0
MIN,MIL,101,116,0.0
PHO,ORL,102,84,1.0
MIA,PHI,112,102,1.0
POR,TOR,115,117,0.0
HOU,CHI,100,108,0.0
BOS,CLE,103,120,0.0
ATL,LAC,107,97,1.0
BRK,MIN,118,132,0.0
UTA,NOP,106,94,1.0
DET,NYK,89,102,0.0
SAC,SAS,94,104,0.0
IND,WAS,100,99,1.0
POR,DET,103,123,0.0
GSW,LAL,95,112,0.0
PHO,MEM,109,100,1.0
PHI,MIA,98,103,0.0
OKC,MIL,104,96,1.0
HOU,TOR,113,107,1.0
MIL,CHI,90,100,0.0
MIN,CHO,103,108,0.0
MEM,CLE,106,103,1.0
LAC,DAL,109,90,1.0
ORL,GSW,113,119,0.0
SAS,IND,91,99,0.0
SAC,NOP,112,115,0.0
NYK,DEN,94,110,0.0
ORL,LAL,98,107,0.0
SAS,MIN,116,91,1.0
BRK,TOR,99,104,0.0
ATL,UTA,91,84,1.0
MEM,BOS,96,116,0.0
NOP,CHO,113,122,0.0
DET,DAL,102,96,1.0
UTA,GSW,94,115,0.0
MIA,MIL,108,114,0.0
LAC,OKC,108,120,0.0
HOU,PHI,118,104,1.0
NYK,PHO,128,97,1.0
CLE,SAC,120,111,1.0
PHO,DEN,98,116,0.0
CLE,LAL,120,108,1.0
CHI,SAS,101,109,0.0
ATL,TOR,96,104,0.0
HOU,BOS,102,98,1.0
MIA,CHI,118,96,1.0
DET,CHO,103,118,0.0
POR,GSW,112,128,0.0
NYK,LAC,94,101,0.0
MIN,OKC,99,96,1.0
BRK,PHI,89,95,0.0
ORL,SAC,107,100,1.0
WAS,UTA,93,114,0.0
MEM,ATL,83,95,0.0
HOU,CHO,109,125,0.0
IND,DAL,112,105,1.0
WAS,DEN,100,116,0.0
PHO,GSW,116,123,0.0
NOP,MIL,92,103,0.0
DET,PHI,125,111,1.0
ORL,POR,84,121,0.0
OKC,SAS,85,93,0.0
IND,ATL,75,104,0.0
MIL,BRK,109,100,1.0
CLE,LAC,114,90,1.0
NYK,LAL,90,87,1.0
UTA,SAC,108,99,1.0
DAL,CHO,107,96,1.0
NOP,GSW,107,125,0.0
MEM,HOU,81,130,0.0
DEN,MIA,119,124,0.0
POR,OKC,94,128,0.0
MIN,PHO,104,107,0.0
CHI,TOR,109,107,1.0
CLE,UTA,85,94,0.0
DET,WAS,81,124,0.0
PHI,BRK,114,131,0.0
BOS,IND,98,103,0.0
SAC,LAL,106,98,1.0
TOR,MIL,107,89,1.0
DEN,ORL,110,116,0.0
LAC,SAS,87,108,0.0
OKC,BOS,130,109,1.0
ORL,CHO,99,107,0.0
DAL,CLE,98,99,0.0
ATL,DET,118,114,1.0
NYK,GSW,85,121,0.0
LAC,HOU,122,106,1.0
MIN,MEM,114,108,1.0
NOP,SAC,123,108,1.0
CHI,WAS,96,117,0.0
DEN,ATL,98,116,0.0
BRK,CHI,102,118,0.0
CHO,MIA,109,106,1.0
MEM,MIL,86,96,0.0
WAS,PHI,99,94,1.0
POR,SAS,110,118,0.0
PHO,UTA,69,103,0.0
GSW,DAL,130,112,1.0
SAC,DET,108,115,0.0
MIN,HOU,111,116,0.0
PHO,LAL,95,90,1.0
POR,NOP,117,112,1.0
CLE,ORL,109,103,1.0
OKC,PHI,111,97,1.0
BOS,TOR,91,105,0.0
HOU,ATL,97,109,0.0
UTA,CHI,85,92,0.0
DEN,CHO,101,93,1.0
BRK,DET,103,115,0.0
OKC,IND,115,111,1.0
LAC,MEM,102,113,0.0
CLE,MIA,101,122,0.0
GSW,SAS,79,87,0.0
NYK,WAS,89,99,0.0
UTA,MIL,94,85,1.0
LAC,NOP,105,109,0.0
SAC,NYK,88,80,1.0
BOS,PHI,120,105,1.0
ORL,TOR,100,105,0.0
WAS,ATL,117,102,1.0
ORL,BOS,96,107,0.0
SAC,CHI,102,109,0.0
SAS,CHO,88,91,0.0
DEN,CLE,91,124,0.0
MIL,DET,91,92,0.0
PHI,IND,75,91,0.0
GSW,MIN,109,104,1.0
MEM,PHO,103,97,1.0
CHO,BRK,105,100,1.0
MEM,LAL,100,107,0.0
MIA,NOP,113,99,1.0
HOU,OKC,107,111,0.0
TOR,BOS,79,91,0.0
NYK,CHI,115,107,1.0
MIL,CLE,104,113,0.0
PHI,DEN,103,104,0.0
ORL,DET,102,118,0.0
LAC,GSW,98,114,0.0
UTA,HOU,89,87,1.0
SAC,MIN,104,113,0.0
LAL,PHO,107,119,0.0
DAL,POR,103,109,0.0
MIA,SAS,88,112,0.0
ATL,WAS,122,101,1.0
CLE,BRK,95,104,0.0
NOP,IND,84,92,0.0
POR,LAC,94,96,0.0
CHI,NYK,94,106,0.0
UTA,OKC,91,113,0.0
MIL,ATL,90,101,0.0
CHO,DET,105,112,0.0
DAL,GSW,120,128,0.0
TOR,HOU,109,112,0.0
DEN,LAL,116,105,1.0
ORL,MIA,97,108,0.0
PHO,SAC,94,116,0.0
MEM,SAS,104,110,0.0
IND,BRK,110,120,0.0
ATL,DET,112,95,1.0
CHO,MIL,115,91,1.0
UTA,MIN,93,84,1.0
TOR,NOP,115,91,1.0
CLE,NYK,107,93,1.0
SAS,OKC,92,111,0.0
CHI,ORL,89,111,0.0
BOS,PHO,102,99,1.0
PHI,POR,105,108,0.0
PHI,GSW,105,117,0.0
HOU,IND,101,104,0.0
DEN,LAC,90,105,0.0
WAS,LAL,101,88,1.0
DAL,SAC,111,133,0.0
ATL,CHI,102,100,1.0
DAL,DEN,97,88,1.0
BOS,LAC,90,114,0.0
SAS,MEM,101,87,1.0
BRK,MIA,99,110,0.0
PHO,MIN,116,121,0.0
NYK,NOP,91,99,0.0
SAC,POR,93,105,0.0
OKC,TOR,119,100,1.0
LAL,UTA,75,123,0.0
HOU,CLE,106,100,1.0
OKC,DET,82,88,0.0
WAS,GSW,94,102,0.0
CHI,IND,98,96,1.0
BRK,ORL,105,139,0.0
CHO,PHI,100,85,1.0
NYK,DAL,89,91,0.0
DEN,MEM,109,105,1.0
PHO,MIL,94,105,0.0
LAC,MIN,99,79,1.0
WAS,SAC,111,120,0.0
NOP,SAS,92,100,0.0
ATL,TOR,97,105,0.0
BRK,CLE,87,107,0.0
CHI,HOU,103,100,1.0
DEN,NOP,95,101,0.0
LAC,OKC,117,119,0.0
BOS,POR,109,116,0.0
PHI,CHO,91,100,0.0
DAL,DET,98,89,1.0
BOS,GSW,109,106,1.0
TOR,MEM,99,95,1.0
ORL,MIL,110,113,0.0
BRK,NYK,91,105,0.0
WAS,PHO,106,99,1.0
MIA,SAC,112,106,1.0
MIN,UTA,85,98,0.0
DET,CHI,94,90,1.0
SAC,DEN,115,106,1.0
IND,PHI,115,102,1.0
MIA,POR,93,110,0.0
TOR,SAS,95,102,0.0
NOP,BRK,106,87,1.0
CHO,CLE,103,112,0.0
POR,GSW,111,136,0.0
OKC,HOU,110,118,0.0
WAS,LAC,109,114,0.0
BOS,LAL,107,100,1.0
CHI,MIL,102,98,1.0
DAL,MIN,88,78,1.0
IND,NYK,92,87,1.0
MEM,ORL,107,119,0.0
UTA,PHO,101,86,1.0
PHO,ATL,90,103,0.0
OKC,DEN,124,102,1.0
LAL,LAC,81,103,0.0
CHI,MEM,92,108,0.0
DET,MIA,89,107,0.0
CLE,MIL,109,80,1.0
NOP,PHI,93,107,0.0
POR,SAC,115,107,1.0
CHO,TOR,90,96,0.0
SAS,UTA,88,86,1.0
NOP,BOS,97,104,0.0
HOU,DAL,86,88,0.0
CLE,IND,109,123,0.0
LAC,LAL,91,81,1.0
CHO,NYK,111,97,1.0
DET,ORL,108,104,1.0
OKC,POR,115,120,0.0
BRK,WAS,103,121,0.0
TOR,ATL,87,95,0.0
SAS,GSW,101,112,0.0
PHO,HOU,124,115,1.0
CHI,MIA,98,106,0.0
MIN,SAC,105,97,1.0
MIL,BOS,109,124,0.0
BRK,CHO,99,113,0.0
MEM,DAL,93,103,0.0
SAS,DEN,98,102,0.0
WAS,DET,99,112,0.0
LAL,NOP,102,110,0.0
MIA,ORL,109,112,0.0
NYK,PHI,109,102,1.0
IND,TOR,98,111,0.0
BOS,ATL,107,118,0.0
CLE,CHI,102,105,0.0
GSW,MEM,100,99,1.0
PHO,NOP,121,100,1.0
MIN,POR,106,105,1.0
OKC,SAC,112,114,0.0
UTA,DEN,100,84,1.0
LAL,HOU,110,130,0.0
BRK,IND,105,129,0.0
DAL,LAC,91,98,0.0
ORL,MIA,96,118,0.0
TOR,NYK,93,89,1.0
GSW,SAS,92,86,1.0
CHO,WAS,98,113,0.0
CHO,BOS,114,100,1.0
WAS,BRK,120,111,1.0
ATL,CLE,94,109,0.0
HOU,MIN,129,105,1.0
CHI,NOP,121,116,1.0
LAL,OKC,79,112,0.0
MIL,ORL,98,107,0.0
SAC,PHO,105,101,1.0
DAL,UTA,101,92,1.0
MIA,DET,99,93,1.0
NYK,IND,90,102,0.0
MEM,LAC,84,110,0.0
PHI,TOR,98,122,0.0
MIA,BOS,88,98,0.0
TOR,BRK,103,96,1.0
PHI,CHI,105,115,0.0
ORL,CHO,103,117,0.0
SAS,DAL,96,91,1.0
MEM,GSW,104,125,0.0
SAC,HOU,81,116,0.0
UTA,LAL,96,101,0.0
IND,MIL,97,92,1.0
NOP,MIN,109,144,0.0
LAC,PHO,105,114,0.0
DEN,POR,99,107,0.0
ATL,WAS,98,109,0.0
BOS,ATL,104,95,1.0
TOR,MIA,96,102,0.0
TOR,MIA,96,92,1.0
MIA,TOR,94,87,1.0
POR,GSW,125,132,0.0
ATL,BOS,95,104,0.0
MIA,TOR,102,96,1.0
MIA,TOR,92,96,0.0
TOR,MIA,87,94,0.0
GSW,POR,132,125,1.0
