team,opponent,team_score,opponent_score,outcome
Angels,Mariners,1,5,0.0
Brewers,Orioles,6,7,0.0
Braves,Red Sox,6,8,0.0
Giants,Cubs,4,8,0.0
Reds,Dodgers,3,4,0.0
Indians,White Sox,2,6,0.0
Rockies,Phillies,0,9,0.0
Tigers,Athletics,0,10,0.0
Royals,Astros,2,9,0.0
Nationals,Marlins,2,3,0.0
Cardinals,Yankees,4,6,0.0
Mets,Pirates,3,5,0.0
Padres,D-backs,5,7,0.0
Rays,Blue Jays,5,10,0.0
Twins,Rangers,2,7,0.0
Mariners,Angels,4,6,0.0
Orioles,Brewers,6,7,0.0
Braves,Red Sox,3,6,0.0
Cubs,Giants,0,4,0.0
Reds,Dodgers,3,6,0.0
Indians,White Sox,1,2,0.0
Phillies,Rockies,2,6,0.0
Athletics,Tigers,5,6,0.0
Royals,Astros,0,3,0.0
Yankees,Cardinals,0,6,0.0
Pirates,Mets,2,4,0.0
D-backs,Padres,3,4,0.0
Rays,Blue Jays,6,9,0.0
Rangers,Twins,3,4,0.0
Angels,Mariners,1,3,0.0
Braves,Red Sox,0,4,0.0
Orioles,Brewers,3,8,0.0
Cubs,Giants,0,5,0.0
Dodgers,Reds,2,3,0.0
Indians,White Sox,2,3,0.0
Rockies,Phillies,3,6,0.0
Tigers,Athletics,1,3,0.0
Royals,Astros,3,9,0.0
Nationals,Marlins,5,8,0.0
Cardinals,Yankees,4,7,0.0
Pirates,Mets,0,5,0.0
Padres,D-backs,6,12,0.0
Rays,Blue Jays,2,3,0.0
Twins,Rangers,0,1,0.0
Mariners,Angels,5,7,0.0
Braves,Red Sox,3,4,0.0
Orioles,Astros,1,3,0.0
Reds,D-backs,0,4,0.0
Athletics,Tigers,4,5,0.0
Blue Jays,Royals,6,8,0.0
Phillies,Mets,1,4,0.0
Dodgers,Pirates,3,6,0.0
Cardinals,Giants,5,6,0.0
Twins,Rangers,4,5,0.0
Angels,Athletics,5,9,0.0
Marlins,Braves,2,3,0.0
Orioles,Astros,1,2,0.0
Cubs,Brewers,5,11,0.0
D-backs,Reds,4,6,0.0
Rockies,Indians,2,5,0.0
Mariners,Tigers,3,6,0.0
Blue Jays,Royals,1,6,0.0
Yankees,Twins,1,6,0.0
Mets,Phillies,5,6,0.0
Dodgers,Pirates,1,2,0.0
White Sox,Padres,1,4,0.0
Cardinals,Giants,4,9,0.0
Rays,Red Sox,2,3,0.0
Rangers,Nationals,2,9,0.0
Angels,Athletics,3,11,0.0
Marlins,Braves,5,9,0.0
Astros,Orioles,1,4,0.0
Brewers,Cubs,0,8,0.0
D-backs,Reds,0,5,0.0
Rockies,Indians,6,7,0.0
Tigers,Mariners,2,3,0.0
Royals,Blue Jays,2,12,0.0
Twins,Yankees,1,3,0.0
Phillies,Mets,4,5,0.0
Pirates,Dodgers,2,12,0.0
White Sox,Padres,2,4,0.0
Giants,Cardinals,0,2,0.0
Rays,Red Sox,1,7,0.0
Rangers,Nationals,2,10,0.0
Angels,Athletics,3,6,0.0
Marlins,Braves,2,4,0.0
Astros,Orioles,4,9,0.0
Cubs,Brewers,0,9,0.0
D-backs,Reds,3,4,0.0
Rockies,Indians,4,6,0.0
Tigers,Mariners,0,4,0.0
Royals,Blue Jays,0,4,0.0
Yankees,Twins,2,7,0.0
Phillies,Mets,3,4,0.0
Dodgers,Pirates,3,5,0.0
Padres,White Sox,1,4,0.0
Cardinals,Giants,0,8,0.0
Rays,Red Sox,0,4,0.0
Nationals,Rangers,0,2,0.0
Red Sox,Indians,2,3,0.0
White Sox,Dodgers,2,5,0.0
Cardinals,Royals,0,6,0.0
Twins,Brewers,2,6,0.0
Phillies,Mets,2,11,0.0
Padres,Pirates,3,10,0.0
Yankees,Mariners,2,10,0.0
Rays,Marlins,1,3,0.0
Angels,Astros,2,7,0.0
Rockies,D-backs,2,4,0.0
Rangers,Orioles,3,8,0.0
Red Sox,Indians,3,5,0.0
Dodgers,White Sox,1,4,0.0
Cardinals,Royals,7,8,0.0
Brewers,Twins,4,6,0.0
Mets,Cubs,1,2,0.0
Yankees,Athletics,2,5,0.0
Phillies,Nationals,0,7,0.0
Padres,Pirates,1,4,0.0
Braves,Mariners,5,7,0.0
Giants,Reds,3,8,0.0
Rays,Marlins,0,1,0.0
Tigers,Blue Jays,3,5,0.0
Astros,Angels,0,4,0.0
Rockies,D-backs,8,16,0.0
Rangers,Orioles,5,6,0.0
Red Sox,Indians,4,7,0.0
Dodgers,White Sox,1,2,0.0
Rays,Marlins,4,5,0.0
Brewers,Twins,4,6,0.0
Mets,Cubs,4,5,0.0
Yankees,Athletics,4,7,0.0
Phillies,Nationals,4,8,0.0
Pirates,Padres,2,3,0.0
Braves,Mariners,0,2,0.0
Reds,Giants,2,3,0.0
Royals,Cardinals,2,5,0.0
Tigers,Blue Jays,2,8,0.0
Angels,Astros,5,8,0.0
Rockies,D-backs,7,12,0.0
Orioles,Rangers,6,8,0.0
Rays,Marlins,6,11,0.0
Twins,Brewers,5,8,0.0
Mets,Cubs,4,7,0.0
Athletics,Yankees,1,2,0.0
Phillies,Nationals,2,4,0.0
Reds,Giants,1,6,0.0
Cardinals,Royals,2,3,0.0
Tigers,Blue Jays,3,7,0.0
D-backs,Braves,2,5,0.0
Red Sox,Tigers,2,6,0.0
White Sox,Angels,4,8,0.0
Indians,Rangers,4,6,0.0
Twins,Astros,4,5,0.0
Rockies,Dodgers,2,7,0.0
Marlins,Cubs,3,5,0.0
Brewers,Pirates,5,15,0.0
Royals,Yankees,2,4,0.0
Mets,Giants,2,4,0.0
Orioles,Athletics,3,4,0.0
Reds,Phillies,0,8,0.0
Mariners,Rays,0,4,0.0
Cardinals,Blue Jays,1,3,0.0
Padres,Nationals,0,6,0.0
Braves,D-backs,3,4,0.0
Red Sox,Tigers,6,8,0.0
White Sox,Angels,5,6,0.0
Rangers,Indians,3,8,0.0
Astros,Twins,0,8,0.0
Dodgers,Rockies,4,5,0.0
Marlins,Cubs,2,5,0.0
Pirates,Brewers,3,9,0.0
Yankees,Royals,4,8,0.0
Mets,Giants,4,5,0.0
Athletics,Orioles,3,6,0.0
Phillies,Reds,5,6,0.0
Rays,Mariners,4,7,0.0
Blue Jays,Cardinals,0,5,0.0
Nationals,Padres,3,4,0.0
Braves,D-backs,5,6,0.0
Tigers,Red Sox,3,5,0.0
White Sox,Angels,2,4,0.0
Rangers,Indians,2,3,0.0
Twins,Astros,5,14,0.0
Rockies,Dodgers,1,6,0.0
Cubs,Marlins,3,4,0.0
Pirates,Brewers,0,1,0.0
Yankees,Royals,1,2,0.0
Mets,Giants,4,6,0.0
Orioles,Athletics,1,11,0.0
Phillies,Reds,1,4,0.0
Rays,Mariners,0,5,0.0
Blue Jays,Cardinals,0,5,0.0
Padres,Nationals,0,6,0.0
Rockies,Braves,1,3,0.0
Red Sox,Orioles,0,4,0.0
Cubs,Pirates,2,6,0.0
Rangers,Indians,7,17,0.0
Tigers,White Sox,5,6,0.0
D-backs,Astros,3,4,0.0
Reds,Dodgers,2,6,0.0
Twins,Blue Jays,4,5,0.0
Athletics,Angels,1,4,0.0
Rays,Mariners,0,3,0.0
Giants,Nationals,2,9,0.0
Rockies,Braves,10,13,0.0
Orioles,Red Sox,0,1,0.0
Pirates,Cubs,3,7,0.0
Indians,Royals,5,9,0.0
Astros,D-backs,1,4,0.0
Reds,Dodgers,1,6,0.0
Rangers,Marlins,5,8,0.0
Brewers,Mets,2,6,0.0
Blue Jays,Twins,0,4,0.0
Mariners,Yankees,2,3,0.0
Athletics,Angels,1,2,0.0
Padres,Phillies,2,5,0.0
Rays,Cardinals,0,1,0.0
Giants,Nationals,1,2,0.0
D-backs,Astros,1,5,0.0
Braves,Rockies,2,8,0.0
Red Sox,Orioles,0,6,0.0
Cubs,Pirates,2,4,0.0
Indians,Royals,1,4,0.0
Tigers,White Sox,2,8,0.0
Dodgers,Reds,0,5,0.0
Marlins,Rangers,0,6,0.0
Mets,Brewers,1,3,0.0
Blue Jays,Twins,2,7,0.0
Mariners,Yankees,2,4,0.0
Angels,Athletics,1,7,0.0
Padres,Phillies,0,3,0.0
Cardinals,Rays,3,6,0.0
Giants,Nationals,2,6,0.0
D-backs,Astros,4,5,0.0
Braves,Rockies,3,10,0.0
Cubs,Pirates,0,4,0.0
Indians,Red Sox,2,5,0.0
White Sox,Tigers,0,4,0.0
Dodgers,Reds,1,4,0.0
Mets,Brewers,1,5,0.0
Mariners,Yankees,3,6,0.0
Padres,Phillies,3,7,0.0
Blue Jays,Orioles,2,4,0.0
Nationals,Giants,1,7,0.0
Angels,Braves,3,4,0.0
D-backs,Dodgers,3,4,0.0
Phillies,Cubs,1,2,0.0
Brewers,Reds,5,6,0.0
Indians,Red Sox,3,10,0.0
Giants,Rockies,4,7,0.0
White Sox,Royals,2,7,0.0
Tigers,Twins,0,2,0.0
Athletics,Yankees,0,7,0.0
Marlins,Pirates,6,8,0.0
Padres,Mets,2,6,0.0
Astros,Rays,1,6,0.0
Mariners,Rangers,0,1,0.0
Orioles,Blue Jays,0,4,0.0
Nationals,Cardinals,0,1,0.0
Braves,Angels,6,11,0.0
D-backs,Dodgers,4,6,0.0
Cubs,Phillies,4,7,0.0
Reds,Brewers,2,4,0.0
Red Sox,Indians,2,3,0.0
Giants,Rockies,4,5,0.0
White Sox,Royals,1,9,0.0
Twins,Tigers,9,12,0.0
Yankees,Athletics,1,5,0.0
Marlins,Pirates,6,8,0.0
Mets,Padres,0,5,0.0
Rays,Astros,3,7,0.0
Mariners,Rangers,3,4,0.0
Blue Jays,Orioles,2,3,0.0
Nationals,Cardinals,1,4,0.0
Angels,Braves,3,7,0.0
Dodgers,D-backs,3,6,0.0
Phillies,Cubs,0,3,0.0
Brewers,Reds,4,13,0.0
Red Sox,Indians,2,3,0.0
Giants,Rockies,7,8,0.0
White Sox,Royals,3,6,0.0
Twins,Tigers,3,4,0.0
Yankees,Athletics,5,10,0.0
Pirates,Marlins,2,3,0.0
Padres,Mets,1,3,0.0
Astros,Rays,3,4,0.0
Rangers,Mariners,1,5,0.0
Orioles,Blue Jays,2,5,0.0
Nationals,Cardinals,2,5,0.0
Angels,Indians,3,4,0.0
Orioles,Rays,4,5,0.0
Marlins,Cubs,4,5,0.0
Rockies,Dodgers,1,6,0.0
Tigers,Royals,8,11,0.0
D-backs,Brewers,3,9,0.0
Twins,Red Sox,0,1,0.0
Mets,Cardinals,2,6,0.0
Braves,Phillies,1,6,0.0
Padres,Mariners,1,5,0.0
Athletics,Rangers,8,14,0.0
Indians,Angels,3,9,0.0
Rays,Orioles,5,7,0.0
Cubs,Marlins,5,6,0.0
Pirates,Reds,5,6,0.0
Rockies,Dodgers,2,4,0.0
Astros,Nationals,5,6,0.0
Tigers,Royals,4,11,0.0
D-backs,Brewers,5,7,0.0
Twins,Red Sox,1,2,0.0
Mets,Cardinals,2,5,0.0
Braves,Phillies,2,5,0.0
Padres,Mariners,1,6,0.0
Giants,White Sox,2,8,0.0
Rangers,Athletics,6,10,0.0
Blue Jays,Yankees,1,3,0.0
Rays,Orioles,0,2,0.0
Marlins,Cubs,1,6,0.0
Pirates,Reds,4,11,0.0
Rockies,Dodgers,0,8,0.0
Astros,Nationals,5,6,0.0
Tigers,Royals,1,2,0.0
Brewers,D-backs,3,4,0.0
Twins,Red Sox,1,2,0.0
Cardinals,Mets,2,3,0.0
Braves,Phillies,5,10,0.0
Mariners,Padres,1,2,0.0
Giants,White Sox,6,7,0.0
Rangers,Athletics,2,4,0.0
Blue Jays,Yankees,3,7,0.0
Angels,Indians,3,5,0.0
Nationals,Braves,0,3,0.0
Red Sox,Athletics,2,4,0.0
White Sox,Twins,2,4,0.0
Reds,Pirates,3,4,0.0
Astros,Rays,0,5,0.0
Royals,Tigers,1,2,0.0
D-backs,Brewers,1,4,0.0
Marlins,Mets,0,1,0.0
Cardinals,Phillies,1,4,0.0
Mariners,Padres,1,4,0.0
Blue Jays,Yankees,4,6,0.0
Nationals,Braves,4,6,0.0
Orioles,Yankees,3,5,0.0
Red Sox,Athletics,3,4,0.0
White Sox,Twins,4,5,0.0
Indians,Tigers,4,6,0.0
Rays,Astros,1,3,0.0
Dodgers,Padres,5,6,0.0
Rockies,Brewers,10,13,0.0
Mets,Marlins,2,3,0.0
Cardinals,Phillies,1,5,0.0
Pirates,Cubs,3,6,0.0
Royals,Mariners,5,7,0.0
Giants,D-backs,1,4,0.0
Rangers,Angels,3,7,0.0
Reds,Blue Jays,9,14,0.0
Braves,Nationals,0,3,0.0
Yankees,Orioles,1,6,0.0
Red Sox,Athletics,1,2,0.0
White Sox,Twins,3,4,0.0
Indians,Tigers,4,5,0.0
Astros,Rays,0,8,0.0
Padres,Dodgers,2,4,0.0
Rockies,Brewers,4,9,0.0
Marlins,Mets,0,4,0.0
Phillies,Cardinals,1,4,0.0
Cubs,Pirates,3,5,0.0
Royals,Mariners,1,2,0.0
D-backs,Giants,4,6,0.0
Rangers,Angels,2,3,0.0
Blue Jays,Reds,1,11,0.0
Braves,Nationals,1,4,0.0
Yankees,Orioles,0,8,0.0
Athletics,Red Sox,6,7,0.0
White Sox,Twins,5,6,0.0
Indians,Tigers,4,10,0.0
Astros,Rays,2,5,0.0
Padres,Dodgers,1,2,0.0
Rockies,Brewers,5,6,0.0
Marlins,Mets,5,11,0.0
Phillies,Cardinals,3,5,0.0
Cubs,Pirates,1,2,0.0
Royals,Mariners,1,2,0.0
D-backs,Giants,1,4,0.0
Rangers,Angels,2,5,0.0
Blue Jays,Reds,3,4,0.0
Red Sox,Mariners,3,12,0.0
White Sox,Orioles,4,6,0.0
Cubs,Reds,1,6,0.0
Dodgers,Royals,3,5,0.0
Phillies,Marlins,0,4,0.0
Yankees,Blue Jays,3,8,0.0
Rays,Pirates,1,8,0.0
Giants,Padres,0,6,0.0
Rockies,Cardinals,0,8,0.0
Brewers,Nationals,0,3,0.0
Astros,Braves,2,3,0.0
Red Sox,Mariners,2,8,0.0
Orioles,White Sox,2,4,0.0
Reds,Cubs,3,7,0.0
Indians,D-backs,8,9,0.0
Rangers,Tigers,2,8,0.0
Royals,Dodgers,0,2,0.0
Marlins,Phillies,4,7,0.0
Twins,Angels,6,8,0.0
Yankees,Blue Jays,6,7,0.0
Athletics,Mets,1,10,0.0
Rays,Pirates,5,6,0.0
Giants,Padres,2,7,0.0
Cardinals,Rockies,5,10,0.0
Brewers,Nationals,2,4,0.0
Astros,Braves,0,4,0.0
Mariners,Red Sox,4,5,0.0
White Sox,Orioles,4,5,0.0
Cubs,Reds,1,4,0.0
D-backs,Indians,1,6,0.0
Rangers,Tigers,6,8,0.0
Royals,Dodgers,4,5,0.0
Phillies,Marlins,2,3,0.0
Twins,Angels,2,6,0.0
Blue Jays,Yankees,3,5,0.0
Mets,Athletics,5,8,0.0
Pirates,Rays,1,5,0.0
Padres,Giants,0,4,0.0
Rockies,Cardinals,6,9,0.0
Nationals,Brewers,2,9,0.0
Braves,Astros,1,6,0.0
White Sox,Blue Jays,0,7,0.0
Giants,Reds,1,3,0.0
Rockies,Brewers,4,7,0.0
Rangers,Tigers,0,6,0.0
Marlins,Phillies,3,5,0.0
Twins,Angels,4,6,0.0
Mets,Pirates,2,5,0.0
Cardinals,Dodgers,0,1,0.0
Nationals,Cubs,3,5,0.0
Angels,Royals,6,8,0.0
Padres,D-backs,1,2,0.0
Phillies,Braves,2,4,0.0
Red Sox,Yankees,0,6,0.0
Blue Jays,White Sox,4,5,0.0
Giants,Reds,2,6,0.0
Indians,Mariners,2,3,0.0
Rockies,Brewers,2,3,0.0
Tigers,Astros,3,4,0.0
Twins,Rangers,4,5,0.0
Mets,Pirates,2,3,0.0
Marlins,Athletics,5,9,0.0
Dodgers,Cardinals,1,3,0.0
Orioles,Rays,2,5,0.0
Rays,Orioles,1,4,0.0
Nationals,Cubs,2,7,0.0
Royals,Angels,2,6,0.0
Padres,D-backs,1,3,0.0
Phillies,Braves,3,10,0.0
Phillies,Braves,1,5,0.0
Yankees,Red Sox,1,2,0.0
Blue Jays,White Sox,3,4,0.0
Giants,Reds,3,7,0.0
Mariners,Indians,0,5,0.0
Rockies,Brewers,4,7,0.0
Astros,Tigers,3,4,0.0
Twins,Rangers,0,5,0.0
Pirates,Mets,3,5,0.0
Marlins,Athletics,6,7,0.0
Cardinals,Dodgers,1,9,0.0
Orioles,Rays,4,5,0.0
Cubs,Nationals,0,3,0.0
Cubs,Nationals,2,7,0.0
Angels,Royals,4,5,0.0
D-backs,Padres,1,2,0.0
Phillies,Braves,2,3,0.0
Yankees,Red Sox,5,8,0.0
Blue Jays,White Sox,0,4,0.0
Giants,Reds,0,4,0.0
Indians,Mariners,0,3,0.0
Brewers,Rockies,4,10,0.0
Tigers,Astros,4,6,0.0
Rangers,Twins,2,3,0.0
Mets,Pirates,2,5,0.0
Marlins,Athletics,3,4,0.0
Cardinals,Dodgers,0,6,0.0
Orioles,Rays,7,12,0.0
Red Sox,Cubs,0,2,0.0
Reds,Padres,0,1,0.0
Indians,Dodgers,0,1,0.0
Rockies,Nationals,3,7,0.0
Twins,Royals,1,6,0.0
Mets,Braves,3,5,0.0
Athletics,Tigers,4,5,0.0
Astros,Mariners,4,10,0.0
Yankees,Rays,3,4,0.0
Rangers,Orioles,1,7,0.0
White Sox,Angels,4,8,0.0
White Sox,Angels,5,7,0.0
D-backs,Pirates,2,3,0.0
Red Sox,Cubs,1,2,0.0
Reds,Padres,2,8,0.0
Dodgers,Indians,3,10,0.0
Rockies,Nationals,1,7,0.0
Royals,Twins,2,10,0.0
Brewers,Blue Jays,1,4,0.0
Mets,Braves,4,5,0.0
Athletics,Tigers,0,3,0.0
Phillies,Marlins,4,5,0.0
Astros,Mariners,2,13,0.0
Cardinals,Giants,0,5,0.0
Yankees,Rays,1,2,0.0
Rangers,Orioles,3,8,0.0
Angels,White Sox,2,3,0.0
D-backs,Pirates,1,5,0.0
Red Sox,Cubs,9,16,0.0
Reds,Padres,0,3,0.0
Dodgers,Indians,4,5,0.0
Rockies,Nationals,3,4,0.0
Twins,Royals,0,4,0.0
Brewers,Blue Jays,4,7,0.0
Mets,Braves,1,3,0.0
Athletics,Tigers,3,9,0.0
Phillies,Marlins,0,5,0.0
Astros,Mariners,2,5,0.0
Giants,Cardinals,0,2,0.0
Yankees,Rays,3,6,0.0
Rangers,Orioles,4,6,0.0
Pirates,D-backs,2,10,0.0
Astros,Angels,2,5,0.0
Rockies,Dodgers,2,3,0.0
Twins,Yankees,4,7,0.0
Marlins,Phillies,4,5,0.0
Giants,Cardinals,2,7,0.0
Rays,Tigers,1,8,0.0
Rangers,Orioles,2,5,0.0
Blue Jays,Athletics,1,4,0.0
D-backs,Braves,2,5,0.0
Nationals,Cubs,2,7,0.0
Astros,Angels,6,7,0.0
Indians,Royals,1,7,0.0
Rockies,Dodgers,0,9,0.0
Marlins,Cardinals,2,3,0.0
Brewers,Reds,2,4,0.0
Twins,Yankees,5,6,0.0
Phillies,Pirates,2,8,0.0
Mariners,White Sox,1,7,0.0
Giants,Padres,0,2,0.0
Tigers,Rays,3,6,0.0
Rangers,Mets,5,6,0.0
Blue Jays,Athletics,0,1,0.0
D-backs,Braves,4,10,0.0
Orioles,Red Sox,2,3,0.0
Red Sox,Orioles,4,7,0.0
Cubs,Nationals,0,13,0.0
Astros,Angels,5,11,0.0
Royals,Indians,3,7,0.0
Dodgers,Rockies,7,8,0.0
Cardinals,Marlins,5,6,0.0
Reds,Brewers,0,1,0.0
Yankees,Twins,1,2,0.0
Phillies,Pirates,2,3,0.0
White Sox,Mariners,2,3,0.0
Padres,Giants,3,5,0.0
Tigers,Rays,2,7,0.0
Mets,Rangers,3,5,0.0
Blue Jays,Athletics,1,5,0.0
Braves,D-backs,1,3,0.0
Red Sox,Orioles,6,7,0.0
Cubs,Nationals,1,2,0.0
Astros,Angels,1,6,0.0
Royals,Indians,1,4,0.0
Rockies,Dodgers,2,8,0.0
Cardinals,Marlins,4,8,0.0
Brewers,Reds,2,4,0.0
Twins,Yankees,7,9,0.0
Phillies,Pirates,2,6,0.0
Mariners,White Sox,0,1,0.0
Padres,Giants,3,5,0.0
Tigers,Rays,3,7,0.0
Rangers,Mets,4,8,0.0
Blue Jays,Athletics,2,4,0.0
Braves,Mets,3,4,0.0
Nationals,Orioles,2,8,0.0
Red Sox,White Sox,0,4,0.0
Cubs,Reds,3,9,0.0
Rangers,Astros,7,12,0.0
Rays,Royals,0,6,0.0
Marlins,D-backs,1,9,0.0
Twins,Mariners,0,2,0.0
Indians,Yankees,3,5,0.0
Brewers,Phillies,2,3,0.0
Pirates,Cardinals,0,2,0.0
Rockies,Padres,1,6,0.0
Giants,Athletics,0,5,0.0
Blue Jays,Angels,2,5,0.0
Braves,Mets,3,8,0.0
Red Sox,White Sox,3,8,0.0
Cubs,Reds,2,4,0.0
Cubs,Reds,5,6,0.0
Rangers,Astros,3,8,0.0
Royals,Rays,3,4,0.0
Dodgers,Tigers,5,14,0.0
D-backs,Marlins,1,2,0.0
Mariners,Twins,0,2,0.0
Yankees,Indians,3,5,0.0
Brewers,Phillies,7,9,0.0
Pirates,Cardinals,4,5,0.0
Padres,Rockies,1,2,0.0
Giants,Athletics,1,6,0.0
Angels,Blue Jays,0,4,0.0
Braves,Mets,1,4,0.0
White Sox,Red Sox,4,5,0.0
Cubs,Reds,1,4,0.0
Rangers,Astros,4,8,0.0
Rays,Royals,4,5,0.0
Dodgers,Tigers,1,4,0.0
Marlins,D-backs,3,4,0.0
Mariners,Twins,1,8,0.0
Indians,Yankees,4,5,0.0
Athletics,Giants,2,5,0.0
Brewers,Phillies,1,4,0.0
Pirates,Cardinals,2,5,0.0
Padres,Rockies,3,6,0.0
Blue Jays,Angels,7,8,0.0
Orioles,Nationals,2,6,0.0
Rangers,Angels,6,15,0.0
Mets,Braves,1,3,0.0
White Sox,Red Sox,3,4,0.0
Reds,Cubs,4,6,0.0
Royals,Tigers,4,16,0.0
Mariners,Twins,2,4,0.0
Yankees,Indians,3,9,0.0
Giants,Athletics,1,6,0.0
Brewers,Phillies,1,9,0.0
Cardinals,Pirates,1,9,0.0
Padres,Dodgers,1,2,0.0
Nationals,Orioles,3,4,0.0
Rangers,Angels,0,3,0.0
D-backs,Giants,0,5,0.0
Braves,Cubs,4,5,0.0
Astros,Red Sox,3,8,0.0
White Sox,Indians,4,7,0.0
Royals,Tigers,1,2,0.0
Marlins,Mets,1,7,0.0
Twins,Rockies,2,6,0.0
Yankees,Orioles,2,3,0.0
Athletics,Mariners,2,3,0.0
Pirates,Reds,5,6,0.0
Dodgers,Padres,3,6,0.0
Brewers,Cardinals,6,7,0.0
Rays,Blue Jays,5,8,0.0
Nationals,Phillies,2,6,0.0
Rangers,Angels,2,5,0.0
Giants,D-backs,0,2,0.0
Cubs,Braves,6,11,0.0
Red Sox,Astros,2,3,0.0
Indians,White Sox,2,6,0.0
Royals,Tigers,1,5,0.0
Marlins,Mets,4,5,0.0
Rockies,Twins,3,9,0.0
Orioles,Yankees,0,3,0.0
Athletics,Mariners,2,6,0.0
Reds,Pirates,5,6,0.0
Padres,Dodgers,0,1,0.0
Brewers,Cardinals,2,10,0.0
Blue Jays,Rays,3,10,0.0
Phillies,Nationals,3,5,0.0
Rangers,Angels,7,10,0.0
D-backs,Giants,4,8,0.0
Cubs,Braves,7,10,0.0
Astros,Red Sox,0,11,0.0
White Sox,Indians,2,3,0.0
Tigers,Royals,2,5,0.0
Marlins,Mets,1,9,0.0
Rockies,Twins,5,13,0.0
Yankees,Orioles,1,3,0.0
Mariners,Athletics,1,4,0.0
Pirates,Reds,3,6,0.0
Padres,Dodgers,0,1,0.0
Cardinals,Brewers,2,11,0.0
Blue Jays,Rays,0,3,0.0
Phillies,Nationals,3,10,0.0
Orioles,Athletics,4,5,0.0
Cubs,D-backs,4,5,0.0
Reds,Yankees,3,4,0.0
Tigers,Indians,3,9,0.0
Rockies,Pirates,2,4,0.0
Astros,White Sox,2,3,0.0
Royals,Red Sox,4,5,0.0
Dodgers,Cardinals,2,3,0.0
Nationals,Brewers,2,4,0.0
Padres,Mets,4,5,0.0
Phillies,Braves,4,6,0.0
Mariners,Angels,2,3,0.0
Marlins,Giants,1,9,0.0
Twins,Rays,2,6,0.0
Blue Jays,Rangers,1,5,0.0
Athletics,Orioles,4,8,0.0
Cubs,D-backs,3,9,0.0
Reds,Yankees,1,7,0.0
Tigers,Indians,2,6,0.0
Tigers,Indians,2,5,0.0
Rockies,Pirates,2,3,0.0
Astros,White Sox,3,4,0.0
Royals,Red Sox,1,2,0.0
Dodgers,Cardinals,2,4,0.0
Brewers,Nationals,3,8,0.0
Mets,Padres,0,6,0.0
Braves,Phillies,1,2,0.0
Angels,Mariners,2,3,0.0
Marlins,Giants,3,5,0.0
Twins,Rays,1,5,0.0
Rangers,Blue Jays,1,4,0.0
Orioles,Athletics,2,10,0.0
Cubs,D-backs,2,3,0.0
Reds,Yankees,2,3,0.0
Indians,Tigers,1,5,0.0
Rockies,Pirates,3,5,0.0
White Sox,Astros,7,11,0.0
Royals,Red Sox,0,6,0.0
Cardinals,Dodgers,3,4,0.0
Brewers,Nationals,4,5,0.0
Mets,Padres,1,2,0.0
Phillies,Braves,2,8,0.0
Mariners,Angels,5,6,0.0
Giants,Marlins,2,3,0.0
Twins,Rays,3,5,0.0
Rangers,Blue Jays,6,9,0.0
Angels,Orioles,2,4,0.0
Blue Jays,Red Sox,1,14,0.0
Reds,Brewers,2,5,0.0
Indians,Twins,3,4,0.0
D-backs,Tigers,3,4,0.0
Royals,White Sox,1,3,0.0
Pirates,Dodgers,2,5,0.0
Braves,Marlins,1,3,0.0
Mets,Mariners,2,5,0.0
Phillies,Giants,4,7,0.0
Yankees,Rangers,2,4,0.0
Rockies,Nationals,2,7,0.0
Angels,Orioles,2,4,0.0
Red Sox,Blue Jays,3,7,0.0
Reds,Brewers,3,4,0.0
Twins,Indians,2,8,0.0
Tigers,D-backs,4,5,0.0
Athletics,Astros,2,3,0.0
White Sox,Royals,1,7,0.0
Dodgers,Pirates,7,12,0.0
Braves,Marlins,5,6,0.0
Mariners,Mets,1,3,0.0
Padres,Cubs,0,6,0.0
Phillies,Giants,6,9,0.0
Cardinals,Rays,2,7,0.0
Rangers,Yankees,1,2,0.0
Rockies,Nationals,4,7,0.0
Orioles,Angels,2,3,0.0
Red Sox,Blue Jays,4,6,0.0
Reds,Brewers,1,5,0.0
Indians,Twins,1,3,0.0
D-backs,Tigers,5,11,0.0
Astros,Athletics,7,9,0.0
White Sox,Royals,1,2,0.0
Dodgers,Pirates,1,6,0.0
Marlins,Braves,1,6,0.0
Mariners,Mets,2,3,0.0
Cubs,Padres,3,8,0.0
Phillies,Giants,1,3,0.0
Cardinals,Rays,0,3,0.0
Rangers,Yankees,1,2,0.0
Nationals,Rockies,4,6,0.0
Mariners,Orioles,0,4,0.0
Red Sox,Blue Jays,0,8,0.0
Twins,White Sox,2,5,0.0
Indians,Royals,1,2,0.0
Angels,Tigers,4,6,0.0
Astros,Athletics,1,13,0.0
Braves,Marlins,2,3,0.0
Mets,Brewers,1,9,0.0
Cubs,Padres,3,13,0.0
Giants,Phillies,1,2,0.0
Rangers,Yankees,2,4,0.0
D-backs,Phillies,5,9,0.0
Mariners,Orioles,1,2,0.0
Red Sox,Rays,4,6,0.0
Twins,White Sox,5,9,0.0
Indians,Royals,4,6,0.0
Tigers,Angels,1,2,0.0
Giants,Dodgers,1,8,0.0
Astros,Marlins,0,2,0.0
Brewers,Mets,2,3,0.0
Athletics,Rangers,1,4,0.0
Pirates,Rockies,1,8,0.0
Braves,Padres,2,5,0.0
Cardinals,Cubs,6,7,0.0
Blue Jays,Yankees,4,6,0.0
Reds,Nationals,1,4,0.0
Phillies,D-backs,6,10,0.0
